Member_ID,Name,Date,Attendance,Revenue,Class
1008,Member_8,2026-01-01,1,627,Cardio
1008,Member_8,2026-02-16,1,364,Strength
1008,Member_8,2026-01-13,1,605,Crossfit
1008,Member_8,2026-01-08,1,602,Crossfit
1008,Member_8,2026-01-19,1,589,Strength
1009,Member_9,2026-01-29,1,397,Zumba
1009,Member_9,2026-02-10,1,382,Cardio
1009,Member_9,2026-01-01,1,467,Zumba
1009,Member_9,2026-01-28,1,300,Crossfit
1009,Member_9,2026-01-02,1,372,Strength
1009,Member_9,2026-02-07,1,563,Zumba
1009,Member_9,2026-01-03,1,430,Cardio
1010,Member_10,2026-01-23,1,428,Strength
1010,Member_10,2026-01-31,1,563,Zumba
1010,Member_10,2026-01-12,1,589,Yoga
1010,Member_10,2026-03-01,1,464,Crossfit
1010,Member_10,2026-02-03,1,347,Cardio
1011,Member_11,2026-01-03,1,570,Cardio
1011,Member_11,2026-01-06,1,348,Yoga
1011,Member_11,2026-02-24,1,522,Crossfit
1011,Member_11,2026-02-23,1,301,Crossfit
1011,Member_11,2026-01-19,1,366,Zumba
1012,Member_12,2026-01-30,1,342,Zumba
1012,Member_12,2026-01-10,1,569,Yoga
1012,Member_12,2026-02-20,1,529,Crossfit
1012,Member_12,2026-02-24,1,717,Strength
1012,Member_12,2026-02-21,1,461,Strength
1012,Member_12,2026-02-11,1,570,Zumba
1012,Member_12,2026-02-02,1,427,Strength
1012,Member_12,2026-02-20,1,334,Strength
1012,Member_12,2026-01-26,1,327,Cardio
1012,Member_12,2026-01-14,1,541,Yoga
1012,Member_12,2026-01-17,1,703,Yoga
1012,Member_12,2026-02-11,1,753,Cardio
1012,Member_12,2026-01-28,1,797,Zumba
1012,Member_12,2026-01-24,1,683,Zumba
1013,Member_13,2026-01-06,1,437,Crossfit
1013,Member_13,2026-01-25,1,503,Cardio
1013,Member_13,2026-01-24,1,372,Zumba
1013,Member_13,2026-01-17,1,738,Strength
1013,Member_13,2026-02-21,1,337,Cardio
1013,Member_13,2026-02-06,1,445,Zumba
1013,Member_13,2026-01-07,1,445,Zumba
1013,Member_13,2026-02-16,1,575,Zumba
1013,Member_13,2026-02-20,1,343,Crossfit
1013,Member_13,2026-01-07,1,798,Zumba
1013,Member_13,2026-02-22,1,594,Cardio
1013,Member_13,2026-01-05,1,399,Strength
1013,Member_13,2026-02-15,1,785,Crossfit
1014,Member_14,2026-02-09,1,440,Strength
1014,Member_14,2026-01-13,1,644,Cardio
1014,Member_14,2026-02-22,1,567,Yoga
1014,Member_14,2026-01-06,1,617,Yoga
1014,Member_14,2026-01-29,1,674,Zumba
1014,Member_14,2026-02-01,1,628,Yoga
1015,Member_15,2026-01-09,1,367,Zumba
1015,Member_15,2026-01-29,1,511,Zumba
1015,Member_15,2026-02-26,1,766,Crossfit
1015,Member_15,2026-01-20,1,350,Strength
1015,Member_15,2026-02-04,1,789,Zumba
1015,Member_15,2026-01-01,1,347,Strength
1015,Member_15,2026-02-09,1,733,Cardio
1015,Member_15,2026-02-27,1,425,Crossfit
1015,Member_15,2026-02-21,1,682,Crossfit
1015,Member_15,2026-01-19,1,520,Strength
1015,Member_15,2026-03-01,1,771,Crossfit
1015,Member_15,2026-02-15,1,354,Yoga
1016,Member_16,2026-02-03,1,672,Strength
1016,Member_16,2026-03-01,1,617,Crossfit
1016,Member_16,2026-01-29,1,358,Zumba
1016,Member_16,2026-01-03,1,513,Strength
1016,Member_16,2026-02-26,1,549,Yoga
1016,Member_16,2026-02-02,1,769,Strength
1016,Member_16,2026-01-13,1,716,Zumba
1017,Member_17,2026-01-29,1,385,Crossfit
1017,Member_17,2026-01-30,1,343,Yoga
1017,Member_17,2026-02-25,1,354,Crossfit
1017,Member_17,2026-01-23,1,770,Cardio
1017,Member_17,2026-02-13,1,764,Yoga
1017,Member_17,2026-01-25,1,688,Crossfit
1017,Member_17,2026-01-25,1,652,Yoga
1018,Member_18,2026-01-12,1,792,Zumba
1018,Member_18,2026-01-01,1,387,Cardio
1018,Member_18,2026-02-15,1,496,Yoga
1018,Member_18,2026-02-07,1,665,Cardio
1018,Member_18,2026-02-20,1,503,Strength
1018,Member_18,2026-01-28,1,470,Strength
1018,Member_18,2026-01-26,1,396,Zumba
1018,Member_18,2026-02-23,1,311,Zumba
1018,Member_18,2026-01-12,1,629,Crossfit
1019,Member_19,2026-02-12,1,549,Cardio
1019,Member_19,2026-02-07,1,548,Crossfit
1019,Member_19,2026-02-27,1,655,Cardio
1019,Member_19,2026-02-17,1,353,Yoga
1019,Member_19,2026-02-24,1,517,Zumba
1019,Member_19,2026-01-21,1,730,Strength
1019,Member_19,2026-01-05,1,641,Yoga
1019,Member_19,2026-01-07,1,767,Yoga
1019,Member_19,2026-02-04,1,794,Cardio
1020,Member_20,2026-01-06,1,694,Zumba
1020,Member_20,2026-01-13,1,782,Crossfit
1020,Member_20,2026-02-07,1,723,Yoga
1020,Member_20,2026-01-17,1,549,Zumba
1020,Member_20,2026-03-01,1,743,Zumba
1020,Member_20,2026-01-12,1,534,Crossfit
1020,Member_20,2026-02-26,1,764,Yoga
1021,Member_21,2026-02-04,1,500,Strength
1021,Member_21,2026-02-21,1,344,Strength
1021,Member_21,2026-02-11,1,635,Strength
1021,Member_21,2026-03-01,1,613,Yoga
1021,Member_21,2026-02-13,1,748,Crossfit
1022,Member_22,2026-02-04,1,352,Yoga
1022,Member_22,2026-01-27,1,532,Cardio
1022,Member_22,2026-01-28,1,619,Cardio
1022,Member_22,2026-02-22,1,371,Strength
1022,Member_22,2026-01-18,1,795,Crossfit
1022,Member_22,2026-01-05,1,795,Zumba
1023,Member_23,2026-01-14,1,602,Crossfit
1023,Member_23,2026-02-15,1,722,Zumba
1023,Member_23,2026-03-01,1,609,Cardio
1023,Member_23,2026-02-20,1,480,Strength
1023,Member_23,2026-03-01,1,767,Strength
1024,Member_24,2026-02-01,1,650,Zumba
1024,Member_24,2026-02-02,1,402,Cardio
1024,Member_24,2026-01-20,1,688,Strength
1024,Member_24,2026-01-17,1,675,Crossfit
1024,Member_24,2026-02-14,1,597,Strength
1024,Member_24,2026-02-28,1,759,Cardio
1024,Member_24,2026-02-21,1,673,Crossfit
1024,Member_24,2026-01-05,1,462,Cardio
1024,Member_24,2026-02-08,1,567,Zumba
1024,Member_24,2026-01-18,1,405,Cardio
1024,Member_24,2026-01-13,1,582,Strength
1024,Member_24,2026-01-08,1,494,Strength
1024,Member_24,2026-02-24,1,469,Cardio
1024,Member_24,2026-01-20,1,446,Cardio
1024,Member_24,2026-01-25,1,385,Crossfit
1025,Member_25,2026-02-01,1,428,Cardio
1025,Member_25,2026-01-01,1,360,Crossfit
1025,Member_25,2026-01-20,1,611,Crossfit
1025,Member_25,2026-03-01,1,403,Zumba
1025,Member_25,2026-01-28,1,632,Strength
1025,Member_25,2026-01-05,1,595,Cardio
1025,Member_25,2026-01-09,1,590,Cardio
1025,Member_25,2026-01-16,1,493,Yoga
1025,Member_25,2026-02-20,1,504,Zumba
1025,Member_25,2026-01-06,1,713,Zumba
1025,Member_25,2026-02-25,1,718,Cardio
1025,Member_25,2026-02-02,1,308,Strength
1025,Member_25,2026-01-12,1,643,Zumba
1025,Member_25,2026-02-03,1,492,Crossfit
1026,Member_26,2026-02-02,1,459,Zumba
1026,Member_26,2026-01-16,1,661,Cardio
1026,Member_26,2026-01-03,1,510,Strength
1026,Member_26,2026-02-21,1,760,Yoga
1026,Member_26,2026-02-14,1,774,Strength
1026,Member_26,2026-02-26,1,364,Strength
1026,Member_26,2026-02-03,1,433,Strength
1026,Member_26,2026-02-06,1,383,Yoga
1026,Member_26,2026-01-26,1,514,Yoga
1026,Member_26,2026-02-24,1,581,Yoga
1027,Member_27,2026-02-09,1,400,Yoga
1027,Member_27,2026-03-01,1,308,Yoga
1027,Member_27,2026-03-01,1,305,Strength
1027,Member_27,2026-01-14,1,721,Strength
1027,Member_27,2026-01-11,1,713,Yoga
1027,Member_27,2026-02-08,1,639,Strength
1027,Member_27,2026-01-16,1,371,Crossfit
1027,Member_27,2026-02-02,1,381,Strength
1027,Member_27,2026-02-18,1,475,Zumba
1027,Member_27,2026-02-17,1,753,Cardio
1027,Member_27,2026-01-20,1,437,Cardio
1028,Member_28,2026-01-08,1,701,Crossfit
1028,Member_28,2026-02-02,1,557,Yoga
1028,Member_28,2026-01-22,1,436,Zumba
1028,Member_28,2026-01-07,1,717,Crossfit
1028,Member_28,2026-02-07,1,443,Zumba
1028,Member_28,2026-02-21,1,318,Yoga
1028,Member_28,2026-02-24,1,720,Zumba
1028,Member_28,2026-02-08,1,527,Cardio
1029,Member_29,2026-01-08,1,323,Cardio
1029,Member_29,2026-01-04,1,320,Crossfit
1029,Member_29,2026-01-14,1,352,Cardio
1029,Member_29,2026-01-23,1,749,Zumba
1029,Member_29,2026-01-29,1,591,Crossfit
1029,Member_29,2026-02-03,1,426,Cardio
1030,Member_30,2026-01-01,1,676,Crossfit
1030,Member_30,2026-01-15,1,638,Cardio
1030,Member_30,2026-01-09,1,521,Yoga
1030,Member_30,2026-01-26,1,363,Yoga
1030,Member_30,2026-02-27,1,620,Crossfit
1030,Member_30,2026-02-27,1,415,Zumba
1030,Member_30,2026-01-20,1,327,Cardio
1030,Member_30,2026-01-17,1,737,Strength
1030,Member_30,2026-01-16,1,354,Strength
1031,Member_31,2026-01-07,1,523,Yoga
1031,Member_31,2026-01-19,1,490,Cardio
1031,Member_31,2026-01-06,1,391,Strength
1031,Member_31,2026-01-04,1,318,Crossfit
1031,Member_31,2026-02-18,1,609,Cardio
1031,Member_31,2026-02-05,1,410,Crossfit
1031,Member_31,2026-02-08,1,758,Crossfit
1031,Member_31,2026-02-02,1,372,Yoga
1031,Member_31,2026-02-11,1,325,Zumba
1031,Member_31,2026-01-30,1,740,Strength
1031,Member_31,2026-01-07,1,644,Zumba
1031,Member_31,2026-01-02,1,359,Cardio
1031,Member_31,2026-01-04,1,489,Strength
1031,Member_31,2026-01-07,1,345,Yoga
1031,Member_31,2026-02-02,1,338,Strength
1032,Member_32,2026-02-16,1,372,Cardio
1032,Member_32,2026-01-04,1,490,Crossfit
1032,Member_32,2026-02-09,1,381,Cardio
1032,Member_32,2026-02-10,1,334,Strength
1032,Member_32,2026-01-20,1,797,Crossfit
1032,Member_32,2026-02-24,1,390,Yoga
1032,Member_32,2026-01-03,1,778,Yoga
1032,Member_32,2026-03-01,1,558,Zumba
1032,Member_32,2026-02-05,1,560,Cardio
1032,Member_32,2026-02-02,1,442,Strength
1032,Member_32,2026-01-29,1,765,Yoga
1032,Member_32,2026-01-24,1,566,Zumba
1032,Member_32,2026-02-26,1,334,Cardio
1032,Member_32,2026-01-02,1,672,Cardio
1032,Member_32,2026-01-06,1,680,Zumba
1033,Member_33,2026-01-03,1,404,Zumba
1033,Member_33,2026-02-21,1,620,Strength
1033,Member_33,2026-02-15,1,472,Crossfit
1033,Member_33,2026-02-12,1,562,Zumba
1033,Member_33,2026-02-10,1,506,Zumba
1033,Member_33,2026-02-10,1,730,Zumba
1033,Member_33,2026-02-26,1,745,Yoga
1033,Member_33,2026-02-22,1,305,Zumba
1033,Member_33,2026-02-24,1,742,Zumba
1034,Member_34,2026-02-27,1,372,Strength
1034,Member_34,2026-01-11,1,343,Strength
1034,Member_34,2026-01-29,1,525,Crossfit
1034,Member_34,2026-01-19,1,475,Crossfit
1034,Member_34,2026-01-09,1,640,Strength
1034,Member_34,2026-01-15,1,374,Cardio
1034,Member_34,2026-02-22,1,779,Crossfit
1035,Member_35,2026-02-10,1,666,Zumba
1035,Member_35,2026-02-13,1,329,Crossfit
1035,Member_35,2026-01-31,1,580,Cardio
1035,Member_35,2026-01-18,1,484,Zumba
1035,Member_35,2026-02-02,1,757,Strength
1035,Member_35,2026-01-29,1,460,Strength
1035,Member_35,2026-01-12,1,458,Cardio
1035,Member_35,2026-01-05,1,394,Cardio
1035,Member_35,2026-01-01,1,363,Cardio
1035,Member_35,2026-01-05,1,614,Crossfit
1035,Member_35,2026-01-13,1,366,Zumba
1035,Member_35,2026-01-09,1,670,Strength
1035,Member_35,2026-01-17,1,394,Crossfit
1036,Member_36,2026-02-27,1,598,Strength
1036,Member_36,2026-01-16,1,530,Crossfit
1036,Member_36,2026-01-27,1,360,Cardio
1036,Member_36,2026-02-10,1,574,Strength
1036,Member_36,2026-01-17,1,747,Strength
1036,Member_36,2026-02-25,1,561,Zumba
1036,Member_36,2026-01-04,1,565,Zumba
1036,Member_36,2026-01-20,1,376,Yoga
1036,Member_36,2026-02-10,1,791,Yoga
1036,Member_36,2026-01-24,1,552,Yoga
1036,Member_36,2026-02-01,1,501,Yoga
1036,Member_36,2026-02-13,1,401,Zumba
1036,Member_36,2026-01-08,1,385,Zumba
1037,Member_37,2026-02-21,1,358,Cardio
1037,Member_37,2026-01-04,1,303,Crossfit
1037,Member_37,2026-02-20,1,477,Zumba
1037,Member_37,2026-01-02,1,668,Zumba
1037,Member_37,2026-01-10,1,546,Crossfit
1037,Member_37,2026-02-03,1,448,Zumba
1037,Member_37,2026-02-24,1,732,Cardio
1037,Member_37,2026-01-13,1,702,Crossfit
1037,Member_37,2026-02-27,1,690,Zumba
1037,Member_37,2026-02-19,1,503,Cardio
1038,Member_38,2026-01-25,1,594,Zumba
1038,Member_38,2026-01-14,1,435,Yoga
1038,Member_38,2026-02-26,1,554,Cardio
1038,Member_38,2026-01-12,1,476,Yoga
1038,Member_38,2026-01-18,1,531,Strength
1038,Member_38,2026-01-16,1,579,Zumba
1038,Member_38,2026-02-12,1,410,Crossfit
1038,Member_38,2026-01-21,1,583,Zumba
1038,Member_38,2026-01-24,1,325,Yoga
1038,Member_38,2026-02-17,1,626,Crossfit
1039,Member_39,2026-01-10,1,532,Cardio
1039,Member_39,2026-01-08,1,384,Yoga
1039,Member_39,2026-01-25,1,673,Strength
1039,Member_39,2026-01-09,1,309,Crossfit
1039,Member_39,2026-02-11,1,329,Yoga
1039,Member_39,2026-02-04,1,670,Cardio
1039,Member_39,2026-01-19,1,477,Yoga
1039,Member_39,2026-01-03,1,625,Strength
1039,Member_39,2026-02-03,1,306,Cardio
1039,Member_39,2026-02-02,1,726,Strength
1039,Member_39,2026-01-30,1,743,Zumba
1039,Member_39,2026-01-25,1,697,Zumba
1039,Member_39,2026-01-17,1,706,Zumba
1039,Member_39,2026-01-10,1,774,Crossfit
1040,Member_40,2026-02-20,1,594,Crossfit
1040,Member_40,2026-02-14,1,793,Strength
1040,Member_40,2026-02-02,1,476,Strength
1040,Member_40,2026-01-22,1,791,Yoga
1040,Member_40,2026-01-04,1,746,Cardio
1040,Member_40,2026-01-21,1,701,Zumba
1040,Member_40,2026-02-24,1,560,Crossfit
1041,Member_41,2026-01-09,1,717,Cardio
1041,Member_41,2026-01-19,1,452,Yoga
1041,Member_41,2026-02-22,1,534,Cardio
1041,Member_41,2026-01-04,1,374,Crossfit
1041,Member_41,2026-02-01,1,674,Crossfit
1041,Member_41,2026-02-13,1,424,Yoga
1041,Member_41,2026-02-09,1,328,Zumba
1042,Member_42,2026-01-05,1,785,Cardio
1042,Member_42,2026-01-23,1,515,Crossfit
1042,Member_42,2026-02-01,1,623,Crossfit
1042,Member_42,2026-01-07,1,685,Yoga
1042,Member_42,2026-01-02,1,572,Yoga
1042,Member_42,2026-01-10,1,735,Strength
1042,Member_42,2026-01-17,1,380,Strength
1042,Member_42,2026-01-18,1,400,Strength
1042,Member_42,2026-02-08,1,652,Yoga
1042,Member_42,2026-02-19,1,428,Cardio
1043,Member_43,2026-02-07,1,398,Cardio
1043,Member_43,2026-01-09,1,390,Crossfit
1043,Member_43,2026-01-04,1,570,Yoga
1043,Member_43,2026-01-27,1,401,Crossfit
1043,Member_43,2026-01-06,1,775,Yoga
1043,Member_43,2026-01-29,1,767,Cardio
1043,Member_43,2026-02-20,1,689,Zumba
1043,Member_43,2026-02-11,1,383,Yoga
1043,Member_43,2026-02-24,1,688,Strength
1043,Member_43,2026-02-13,1,326,Crossfit
1043,Member_43,2026-02-14,1,326,Strength
1043,Member_43,2026-01-12,1,423,Yoga
1044,Member_44,2026-02-22,1,501,Yoga
1044,Member_44,2026-01-10,1,648,Crossfit
1044,Member_44,2026-01-31,1,779,Strength
1044,Member_44,2026-01-25,1,750,Strength
1044,Member_44,2026-01-11,1,698,Yoga
1044,Member_44,2026-01-30,1,748,Crossfit
1044,Member_44,2026-01-17,1,605,Cardio
1044,Member_44,2026-01-05,1,782,Yoga
1044,Member_44,2026-02-08,1,438,Zumba
1044,Member_44,2026-02-04,1,652,Strength
1044,Member_44,2026-01-09,1,709,Yoga
1044,Member_44,2026-01-22,1,397,Zumba
1044,Member_44,2026-01-16,1,440,Cardio
1044,Member_44,2026-01-14,1,588,Yoga
1045,Member_45,2026-01-15,1,792,Crossfit
1045,Member_45,2026-01-16,1,416,Crossfit
1045,Member_45,2026-02-13,1,632,Strength
1045,Member_45,2026-02-10,1,569,Yoga
1045,Member_45,2026-02-17,1,654,Crossfit
1045,Member_45,2026-01-27,1,573,Cardio
1045,Member_45,2026-01-30,1,448,Cardio
1045,Member_45,2026-01-12,1,495,Strength
1045,Member_45,2026-02-21,1,786,Zumba
1045,Member_45,2026-01-16,1,301,Strength
1045,Member_45,2026-01-25,1,609,Yoga
1045,Member_45,2026-02-04,1,627,Crossfit
1045,Member_45,2026-02-07,1,534,Crossfit
1046,Member_46,2026-02-13,1,520,Zumba
1046,Member_46,2026-01-17,1,534,Yoga
1046,Member_46,2026-01-19,1,661,Cardio
1046,Member_46,2026-01-06,1,307,Yoga
1046,Member_46,2026-01-02,1,480,Cardio
1047,Member_47,2026-02-28,1,402,Zumba
1047,Member_47,2026-02-04,1,748,Cardio
1047,Member_47,2026-01-16,1,303,Cardio
1047,Member_47,2026-02-14,1,526,Zumba
1047,Member_47,2026-02-11,1,330,Cardio
1047,Member_47,2026-02-25,1,677,Cardio
1047,Member_47,2026-02-17,1,551,Strength
1047,Member_47,2026-01-20,1,649,Crossfit
1047,Member_47,2026-01-17,1,328,Crossfit
1047,Member_47,2026-02-10,1,611,Crossfit
1047,Member_47,2026-01-10,1,620,Zumba
1047,Member_47,2026-01-05,1,601,Strength
1047,Member_47,2026-02-14,1,457,Cardio
1048,Member_48,2026-02-22,1,557,Cardio
1048,Member_48,2026-01-20,1,534,Yoga
1048,Member_48,2026-01-24,1,764,Strength
1048,Member_48,2026-02-22,1,676,Crossfit
1048,Member_48,2026-01-14,1,660,Strength
1048,Member_48,2026-02-10,1,712,Yoga
1048,Member_48,2026-02-01,1,303,Crossfit
1049,Member_49,2026-02-09,1,399,Cardio
1049,Member_49,2026-01-09,1,565,Strength
1049,Member_49,2026-01-27,1,528,Cardio
1049,Member_49,2026-01-24,1,722,Zumba
1049,Member_49,2026-02-20,1,797,Zumba
1049,Member_49,2026-01-13,1,617,Zumba
1049,Member_49,2026-01-22,1,608,Zumba
1049,Member_49,2026-01-31,1,362,Yoga
1049,Member_49,2026-02-14,1,599,Strength
1049,Member_49,2026-01-11,1,524,Cardio
1050,Member_50,2026-01-03,1,437,Strength
1050,Member_50,2026-01-28,1,500,Yoga
1050,Member_50,2026-01-18,1,381,Zumba
1050,Member_50,2026-01-21,1,342,Zumba
1050,Member_50,2026-01-14,1,442,Zumba
1051,Member_51,2026-02-16,1,386,Yoga
1051,Member_51,2026-01-28,1,672,Strength
1051,Member_51,2026-01-16,1,711,Strength
1051,Member_51,2026-01-04,1,333,Cardio
1051,Member_51,2026-01-25,1,690,Zumba
1051,Member_51,2026-02-26,1,677,Zumba
1051,Member_51,2026-01-30,1,789,Crossfit
1052,Member_52,2026-02-27,1,714,Crossfit
1052,Member_52,2026-01-03,1,535,Yoga
1052,Member_52,2026-01-11,1,648,Cardio
1052,Member_52,2026-02-05,1,427,Crossfit
1052,Member_52,2026-01-22,1,341,Zumba
1052,Member_52,2026-01-02,1,601,Yoga
1052,Member_52,2026-01-07,1,763,Yoga
1052,Member_52,2026-02-11,1,730,Crossfit
1052,Member_52,2026-01-24,1,711,Strength
1052,Member_52,2026-01-17,1,439,Strength
1052,Member_52,2026-02-28,1,726,Crossfit
1052,Member_52,2026-02-19,1,414,Yoga
1052,Member_52,2026-01-08,1,683,Yoga
1053,Member_53,2026-01-20,1,792,Cardio
1053,Member_53,2026-01-04,1,519,Crossfit
1053,Member_53,2026-01-12,1,771,Yoga
1053,Member_53,2026-01-14,1,573,Zumba
1053,Member_53,2026-01-13,1,579,Yoga
1053,Member_53,2026-02-14,1,596,Crossfit
1053,Member_53,2026-01-17,1,621,Yoga
1053,Member_53,2026-02-10,1,592,Crossfit
1053,Member_53,2026-02-14,1,617,Crossfit
1053,Member_53,2026-02-15,1,479,Zumba
1053,Member_53,2026-02-23,1,408,Crossfit
1053,Member_53,2026-02-05,1,669,Yoga
1054,Member_54,2026-02-03,1,534,Crossfit
1054,Member_54,2026-01-08,1,646,Strength
1054,Member_54,2026-02-26,1,605,Zumba
1054,Member_54,2026-01-21,1,503,Strength
1054,Member_54,2026-01-13,1,659,Crossfit
1054,Member_54,2026-02-04,1,417,Crossfit
1054,Member_54,2026-01-03,1,376,Strength
1054,Member_54,2026-02-04,1,356,Crossfit
1054,Member_54,2026-02-04,1,611,Crossfit
1054,Member_54,2026-01-29,1,361,Crossfit
1055,Member_55,2026-02-23,1,617,Cardio
1055,Member_55,2026-01-22,1,722,Yoga
1055,Member_55,2026-01-07,1,374,Cardio
1055,Member_55,2026-02-16,1,315,Yoga
1055,Member_55,2026-02-16,1,588,Strength
1055,Member_55,2026-02-21,1,671,Strength
1055,Member_55,2026-02-17,1,703,Yoga
1055,Member_55,2026-01-23,1,356,Crossfit
1055,Member_55,2026-02-08,1,507,Strength
1056,Member_56,2026-02-14,1,475,Zumba
1056,Member_56,2026-01-06,1,331,Cardio
1056,Member_56,2026-02-24,1,398,Cardio
1056,Member_56,2026-02-14,1,604,Cardio
1056,Member_56,2026-01-20,1,791,Strength
1057,Member_57,2026-01-31,1,387,Strength
1057,Member_57,2026-01-12,1,407,Zumba
1057,Member_57,2026-01-16,1,541,Crossfit
1057,Member_57,2026-03-01,1,654,Cardio
1057,Member_57,2026-02-25,1,320,Strength
1057,Member_57,2026-01-10,1,345,Cardio
1058,Member_58,2026-01-31,1,310,Cardio
1058,Member_58,2026-02-19,1,738,Strength
1058,Member_58,2026-02-08,1,717,Crossfit
1058,Member_58,2026-02-16,1,307,Strength
1058,Member_58,2026-02-02,1,420,Zumba
1058,Member_58,2026-02-14,1,577,Strength
1058,Member_58,2026-02-03,1,649,Zumba
1058,Member_58,2026-01-10,1,651,Cardio
1058,Member_58,2026-03-01,1,423,Zumba
1059,Member_59,2026-01-05,1,533,Zumba
1059,Member_59,2026-01-10,1,364,Yoga
1059,Member_59,2026-01-08,1,603,Zumba
1059,Member_59,2026-01-02,1,534,Zumba
1059,Member_59,2026-01-06,1,670,Yoga
1059,Member_59,2026-02-18,1,382,Zumba
1059,Member_59,2026-01-03,1,333,Yoga
1059,Member_59,2026-02-21,1,564,Strength
1060,Member_60,2026-01-30,1,442,Zumba
1060,Member_60,2026-01-08,1,315,Crossfit
1060,Member_60,2026-01-05,1,666,Yoga
1060,Member_60,2026-02-24,1,546,Strength
1060,Member_60,2026-01-22,1,543,Strength
1060,Member_60,2026-01-29,1,775,Cardio
1060,Member_60,2026-02-16,1,472,Crossfit
1060,Member_60,2026-01-15,1,698,Zumba
1060,Member_60,2026-01-08,1,404,Crossfit
1060,Member_60,2026-01-30,1,480,Yoga
1060,Member_60,2026-01-26,1,437,Yoga
1061,Member_61,2026-01-29,1,742,Cardio
1061,Member_61,2026-01-22,1,611,Crossfit
1061,Member_61,2026-02-28,1,389,Zumba
1061,Member_61,2026-02-24,1,400,Yoga
1061,Member_61,2026-01-25,1,747,Cardio
1061,Member_61,2026-01-16,1,475,Crossfit
1061,Member_61,2026-02-13,1,357,Cardio
1061,Member_61,2026-01-30,1,348,Strength
1061,Member_61,2026-02-11,1,300,Yoga
1061,Member_61,2026-02-13,1,793,Crossfit
1061,Member_61,2026-02-17,1,782,Strength
1062,Member_62,2026-01-08,1,721,Crossfit
1062,Member_62,2026-01-09,1,604,Strength
1062,Member_62,2026-01-14,1,514,Strength
1062,Member_62,2026-02-15,1,314,Crossfit
1062,Member_62,2026-01-04,1,783,Cardio
1062,Member_62,2026-01-11,1,773,Cardio
1063,Member_63,2026-02-17,1,309,Zumba
1063,Member_63,2026-01-05,1,441,Zumba
1063,Member_63,2026-01-20,1,383,Crossfit
1063,Member_63,2026-01-05,1,594,Strength
1063,Member_63,2026-02-09,1,553,Strength
1063,Member_63,2026-02-12,1,534,Strength
1063,Member_63,2026-02-10,1,484,Crossfit
1063,Member_63,2026-01-10,1,765,Yoga
